checkpoint,layer,head,adjacent4_mass,adjacent4_expected,adjacent4_enrichment,adjacent4_ci_low,adjacent4_ci_high,adjacent8_mass,adjacent8_expected,adjacent8_enrichment,adjacent8_ci_low,adjacent8_ci_high,top_spatial_key_adjacent4,top_spatial_key_adjacent8,mean_attended_manhattan_distance,self_mass,special_token_mass
iteration_880,2,0,0.06535892188549042,0.06404377151746546,1.0205351798756308,1.0179869498264968,1.023328869346714,0.12171859294176102,0.11890303535979169,1.0236794424418996,1.021168830427622,1.0263298286792604,0.08425726059654631,0.1575990973312402,4.625389710871246,0.018920009955763817,0.08382903784513474
iteration_880,2,1,0.06587611138820648,0.06613677584568979,0.9960587063074938,0.9903177677323571,1.0019798403238582,0.12140825390815735,0.12282776972080968,0.9884430384441651,0.9821245015232606,0.9950143850253632,0.0756475667189953,0.13486067503924648,4.736802315526493,0.019820518791675568,0.05432433262467384
iteration_880,2,2,0.05595588684082031,0.06105735406190563,0.9164479480078195,0.9124827955401272,0.9205829786788885,0.1053939014673233,0.11331651350317601,0.9300842234646528,0.9263391356283047,0.9340943116296486,0.05308084772370487,0.10118229984301413,4.79107868529457,0.01587635837495327,0.12806563079357147
iteration_880,2,3,0.06365741789340973,0.06259654058634925,1.0169478584139493,1.0124329175861102,1.021799791907403,0.11937984824180603,0.11605461675319238,1.0286522982164963,1.023363330411756,1.0342426849514774,0.08305533751962324,0.15683869701726844,4.601267605805463,0.017978275194764137,0.10256556421518326
iteration_880,2,4,0.06866715103387833,0.0668037207073153,1.0278941098913816,1.022310313533742,1.0340064571754186,0.12728148698806763,0.1241149968447976,1.0255125506487313,1.0201321885499095,1.0310698457291207,0.07317013343799059,0.13861361852433282,4.630493963345743,0.020163746550679207,0.04543619602918625
iteration_880,2,5,0.06874467432498932,0.06253359699081144,1.0993238456295824,1.0924716122195601,1.1065578409720267,0.1265074908733368,0.11606805915431649,1.089942330345515,1.0837117058052848,1.0963852866594284,0.11987343014128729,0.2179160125588697,4.571515459752902,0.020578792318701744,0.10277244448661804
iteration_880,2,6,0.10000850260257721,0.05960750201467436,1.677783822881167,1.6528858434054263,1.7018042959275563,0.17524217069149017,0.11066582284807666,1.5835256647579865,1.5614111931312904,1.6040170251517012,0.32120781004709575,0.4582760989010989,3.863700404362566,0.032906778156757355,0.1322590857744217
iteration_880,2,7,0.06205032765865326,0.061634881435950126,1.0067404400401883,1.003385590938484,1.0101406514595754,0.11493030190467834,0.11444481826823948,1.004242076170727,1.000581440247879,1.0080106866074037,0.08614599686028257,0.15563677394034536,4.698078126796573,0.018475698307156563,0.11827617138624191
iteration_1260,0,0,0.03523112088441849,0.054329267656835704,0.6484740620277017,0.6415122742222984,0.6555197288246339,0.06805114448070526,0.10105322573049427,0.6734188244737035,0.6664690400812512,0.6801833135615802,0.01547782574568289,0.03174058084772371,5.214143417995491,0.009484602138400078,0.23252643644809723
iteration_1260,0,1,0.027956677600741386,0.035544434782943855,0.7865275611065987,0.7770683554635139,0.795173396089443,0.05256039276719093,0.06610409962958934,0.795115477885792,0.7846456207934591,0.8055183122643362,0.07515698587127159,0.13719093406593408,4.963829933921483,0.007880440913140774,0.4957769215106964
iteration_1260,0,2,0.11627859622240067,0.036911862813866714,3.1501687359630677,3.0849900077764576,3.2148278892686895,0.19241806864738464,0.06793580901923289,2.832351177166527,2.776103872751266,2.8879057012339153,0.4321036106750393,0.5718946232339089,2.726611632938699,0.033523209393024445,0.44000306725502014
iteration_1260,0,3,0.05412944778800011,0.053440035707289786,1.0129006665430853,1.0102811494500044,1.0154488523828018,0.10107359290122986,0.09925466227767493,1.0183258960517771,1.0156626961499042,1.020919041010605,0.07890992935635793,0.1509271978021978,4.650274306468111,0.015846431255340576,0.23587718605995178
iteration_1260,0,4,0.12499840557575226,0.036368852216337455,3.436963169258364,3.412917164122441,3.4613523803395205,0.19969001412391663,0.06766560584630558,2.95113021787596,2.933542599669564,2.968788798505374,0.6313039638932496,0.7599833202511774,3.1984629144525583,0.03343549743294716,0.4594239294528961
iteration_1260,0,5,0.06779846549034119,0.05769921698955533,1.1750326785650145,1.168359226054611,1.181468326868574,0.1276049017906189,0.10711276828495844,1.191313639202602,1.1836267644985734,1.1989829400410514,0.088451726844584,0.17315051020408162,4.353862720731592,0.019889889284968376,0.17163005471229553
iteration_1260,0,6,0.017164651304483414,0.021411650155845292,0.8016500914011775,0.7975238542824267,0.8058778396191427,0.031407229602336884,0.03967689218399398,0.791574840506456,0.7875803036625405,0.795681316494298,0.0402276295133438,0.07459281789638933,5.042316850808647,0.005195028148591518,0.6938145756721497
iteration_1260,0,7,0.03188062086701393,0.04428340516529508,0.7199225251087689,0.7094606983584003,0.7298973363959356,0.0607876218855381,0.08226514731523779,0.7389231511687641,0.7277764469231768,0.7497153612121745,0.07442111459968603,0.13777963108320251,5.090589879564406,0.009006273932754993,0.3709135353565216
iteration_1260,1,0,0.06256604939699173,0.060372955328257934,1.0363257696564558,1.032082590773325,1.0407409352885635,0.11598889529705048,0.11228030635175137,1.033029736610095,1.0281939225622596,1.0381751617766384,0.1027276295133438,0.18521879905808478,4.630531626130545,0.018269862979650497,0.13902169466018677
iteration_1260,1,1,0.21368204057216644,0.0595966890524775,3.5854683199600235,3.5332392053123707,3.6348185984174317,0.35781607031822205,0.11049677798182016,3.238248905113712,3.1932534647829556,3.279295192912209,0.42896389324960754,0.6040521978021978,2.5556521079780206,0.0714011937379837,0.09191258251667023
iteration_1260,1,2,0.13732749223709106,0.05632718825748254,2.438032085133388,2.406806392536888,2.4694976039343692,0.24332760274410248,0.10425862611982299,2.3338846079215494,2.307144757688904,2.361883765044325,0.4296016483516483,0.6919152276295133,3.1357716191992817,0.04102487489581108,0.16512110829353333
