timestamp,gpu_util_pct,memory_util_pct,memory_used_mib,memory_total_mib,power_w,sm_clock_mhz
2026/08/01 23:20:02.464, 100, 64, 61509, 81559, 585.47, 1980
2026/08/01 23:20:03.464, 100, 63, 61509, 81559, 583.22, 1980
2026/08/01 23:20:04.465, 100, 64, 61509, 81559, 581.03, 1980
2026/08/01 23:20:05.465, 100, 64, 61509, 81559, 585.01, 1980
2026/08/01 23:20:06.465, 100, 84, 61509, 81559, 626.42, 1980
2026/08/01 23:20:07.465, 100, 84, 61509, 81559, 644.19, 1980
2026/08/01 23:20:08.466, 100, 83, 61509, 81559, 643.54, 1980
2026/08/01 23:20:09.466, 100, 63, 61509, 81559, 615.49, 1980
2026/08/01 23:20:10.466, 100, 64, 61509, 81559, 582.03, 1980
2026/08/01 23:20:11.467, 100, 64, 61509, 81559, 588.79, 1980
2026/08/01 23:20:12.467, 100, 64, 61509, 81559, 584.56, 1980
2026/08/01 23:20:13.467, 100, 64, 61509, 81559, 579.61, 1980
2026/08/01 23:20:14.468, 92, 71, 61509, 81559, 596.00, 1980
2026/08/01 23:20:15.468, 100, 83, 61509, 81559, 644.59, 1980
2026/08/01 23:20:16.468, 100, 83, 61509, 81559, 643.30, 1980
2026/08/01 23:20:17.468, 100, 83, 61509, 81559, 645.86, 1980
2026/08/01 23:20:18.469, 100, 64, 61509, 81559, 591.14, 1980
2026/08/01 23:20:19.469, 100, 64, 61509, 81559, 590.19, 1980
2026/08/01 23:20:20.470, 100, 63, 61509, 81559, 579.48, 1980
2026/08/01 23:20:21.470, 100, 64, 61509, 81559, 580.47, 1980
2026/08/01 23:20:22.470, 100, 64, 61509, 81559, 587.47, 1980
2026/08/01 23:20:23.470, 100, 84, 61509, 81559, 611.37, 1980
2026/08/01 23:20:24.471, 100, 83, 61509, 81559, 644.14, 1980
2026/08/01 23:20:25.471, 100, 83, 61509, 81559, 645.46, 1980
2026/08/01 23:20:26.471, 100, 84, 61509, 81559, 629.85, 1980
2026/08/01 23:20:27.471, 100, 64, 61509, 81559, 581.89, 1980
2026/08/01 23:20:28.472, 100, 64, 61509, 81559, 587.20, 1980
2026/08/01 23:20:29.472, 100, 64, 61509, 81559, 593.81, 1980
2026/08/01 23:20:30.472, 100, 63, 61509, 81559, 584.10, 1980
2026/08/01 23:20:31.472, 100, 64, 61509, 81559, 576.47, 1980
2026/08/01 23:20:32.473, 100, 83, 61509, 81559, 636.10, 1980
2026/08/01 23:20:33.473, 100, 83, 61509, 81559, 643.85, 1980
2026/08/01 23:20:34.473, 100, 83, 61509, 81559, 647.14, 1980
2026/08/01 23:20:35.473, 100, 63, 61509, 81559, 606.14, 1980
2026/08/01 23:20:36.474, 100, 64, 61509, 81559, 583.05, 1980
2026/08/01 23:20:37.474, 100, 64, 61509, 81559, 593.67, 1980
2026/08/01 23:20:38.474, 100, 64, 61509, 81559, 574.31, 1980
2026/08/01 23:20:39.475, 100, 64, 61509, 81559, 587.12, 1980
2026/08/01 23:20:40.475, 100, 83, 61509, 81559, 601.71, 1980
2026/08/01 23:20:41.475, 100, 83, 61509, 81559, 646.64, 1980
2026/08/01 23:20:42.475, 100, 84, 61509, 81559, 645.89, 1980
2026/08/01 23:20:43.476, 100, 84, 61509, 81559, 648.04, 1980
2026/08/01 23:20:44.476, 100, 64, 61509, 81559, 579.05, 1980
2026/08/01 23:20:45.476, 100, 64, 61509, 81559, 590.14, 1980
2026/08/01 23:20:46.477, 100, 64, 61509, 81559, 589.33, 1980
2026/08/01 23:20:47.477, 100, 63, 61509, 81559, 578.21, 1980
2026/08/01 23:20:48.478, 100, 64, 61509, 81559, 588.99, 1980
2026/08/01 23:20:49.478, 100, 83, 61509, 81559, 620.54, 1980
2026/08/01 23:20:50.478, 100, 84, 61509, 81559, 644.27, 1980
2026/08/01 23:20:51.478, 100, 83, 61509, 81559, 647.25, 1980
2026/08/01 23:20:52.479, 93, 66, 61509, 81559, 627.20, 1980
2026/08/01 23:20:53.479, 100, 64, 61509, 81559, 593.67, 1980
2026/08/01 23:20:54.480, 100, 63, 61509, 81559, 587.50, 1980
2026/08/01 23:20:55.480, 100, 64, 61509, 81559, 580.23, 1980
2026/08/01 23:20:56.480, 100, 64, 61509, 81559, 591.81, 1980
2026/08/01 23:20:57.481, 100, 64, 61509, 81559, 589.86, 1980
2026/08/01 23:20:58.481, 100, 84, 61509, 81559, 646.17, 1980
2026/08/01 23:20:59.481, 100, 83, 61509, 81559, 647.23, 1980
2026/08/01 23:21:00.482, 100, 83, 61509, 81559, 651.34, 1980
2026/08/01 23:21:01.482, 100, 64, 61509, 81559, 613.71, 1980
2026/08/01 23:21:02.482, 100, 63, 61509, 81559, 582.52, 1980
2026/08/01 23:21:03.483, 100, 64, 61509, 81559, 585.69, 1980
2026/08/01 23:21:04.483, 100, 64, 61509, 81559, 591.08, 1980
2026/08/01 23:21:05.483, 100, 64, 61509, 81559, 594.49, 1980
2026/08/01 23:21:06.483, 100, 83, 61509, 81559, 598.83, 1980
